Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Abuelos,2023-01-22 22:02:35,00:00:24,Autoplayed: user action: None; ,El Irlandés (Anuncio),TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:24,00:00:24,GT (Guatemala)
Abuelos,2023-01-22 22:02:26,00:00:06,Autoplayed: user action: None; ,Coach Carter_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,GT (Guatemala)
Abuelos,2023-01-22 22:01:56,00:00:15,Autoplayed: user action: None; ,Glass Onion: Un misterio de Knives Out (Clip 4): Glass Onion: Un misterio de Knives Out,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:15,00:00:15,GT (Guatemala)
Abuelos,2023-01-22 22:01:21,00:00:20,Autoplayed: user action: None; ,Fences_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:20,00:00:20,GT (Guatemala)
Abuelos,2023-01-22 22:01:13,00:00:04,Autoplayed: user action: None; ,Sin novedad en el frente (Clip): Sin novedad en el frente,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2023-01-22 22:00:24,00:00:45,Autoplayed: user action: None; ,Alive_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:45,00:00:45,GT (Guatemala)
Abuelos,2023-01-22 22:00:17,00:00:04,Autoplayed: user action: None; ,The Boy Who Harnessed the Wind_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2023-01-22 22:00:01,00:00:12,Autoplayed: user action: None; ,Wonder_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,GT (Guatemala)
Abuelos,2023-01-22 21:58:54,00:00:33,Autoplayed: user action: None; ,Miracles from Heaven_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:33,00:00:33,GT (Guatemala)
Abuelos,2023-01-22 21:56:49,00:01:58,Autoplayed: user action: None; ,Heaven Is for Real_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:58,00:01:58,GT (Guatemala)
Abuelos,2023-01-22 21:56:28,00:00:13,Autoplayed: user action: None; ,Eat Pray Love_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:13,00:00:13,GT (Guatemala)
Abuelos,2023-01-22 21:56:12,00:00:12,Autoplayed: user action: None; ,Un hombre de acción (Clip): Un hombre de acción,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,GT (Guatemala)
Abuelos,2023-01-22 21:54:29,00:00:20,Autoplayed: user action: None; ,The Imitation Game_Autohook_2_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:20,00:00:20,GT (Guatemala)
Abuelos,2023-01-22 21:53:49,00:00:12,Autoplayed: user action: None; ,Same Kind of Different as Me_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,GT (Guatemala)
Abuelos,2023-01-22 21:52:32,00:01:14,Autoplayed: user action: None; ,90 Minutes in Heaven_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:14,Not latest view,GT (Guatemala)
Abuelos,2023-01-22 21:52:02,00:00:17,Autoplayed: user action: None; ,Tráiler: Los dos papas,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:17,00:00:17,GT (Guatemala)
Abuelos,2023-01-22 21:51:42,00:00:05,Autoplayed: user action: None; ,Tráiler: Perro perdido,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,GT (Guatemala)
Abuelos,2023-01-22 21:50:53,00:00:44,Autoplayed: user action: None; ,Las nadadoras (Clip): Las nadadoras,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:44,00:00:44,GT (Guatemala)
Abuelos,2023-01-22 21:38:09,00:01:19,Autoplayed: user action: None; ,La Reina del Sur: Temporada 3 (Tráiler),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:19,Not latest view,GT (Guatemala)
Abuelos,2023-01-22 03:24:40,01:48:50,,Inseparables,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:48:50,01:48:50,GT (Guatemala)
Abuelos,2023-01-22 03:23:31,00:01:06,Autoplayed: user action: None; ,Inseparables_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:06,Not latest view,GT (Guatemala)
Abuelos,2023-01-22 03:22:25,00:00:48,Autoplayed: user action: None; ,Alive_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:48,Not latest view,GT (Guatemala)
Abuelos,2023-01-22 03:22:16,00:00:05,Autoplayed: user action: None; ,Las nadadoras (Clip): Las nadadoras,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,GT (Guatemala)
Abuelos,2023-01-22 03:21:53,00:00:19,Autoplayed: user action: None; ,Perro perdido (Clip 2): Perro perdido,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:19,00:00:19,GT (Guatemala)
Abuelos,2023-01-22 03:20:56,00:00:40,Autoplayed: user action: None; ,Pedro el Escamoso: Season 1_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:40,00:00:40,GT (Guatemala)
Abuelos,2023-01-22 03:20:45,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Las Villamizar,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,GT (Guatemala)
Abuelos,2023-01-22 03:20:11,00:00:30,Autoplayed: user action: None; ,Miniserie (Clip): Las combatientes,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:30,00:00:30,GT (Guatemala)
Abuelos,2023-01-22 03:19:56,00:00:11,Autoplayed: user action: None; ,Avance 1: Café con aroma de mujer,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,00:00:11,GT (Guatemala)
Abuelos,2023-01-22 03:19:45,00:00:07,Autoplayed: user action: None; ,Temporada 2 (Clip): Ginny y Georgia,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,GT (Guatemala)
Abuelos,2023-01-22 03:19:19,00:00:11,Autoplayed: user action: None; ,"Temporada 1 (Clip 17): Canto para no llorar, Arelys Henao",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,00:00:11,GT (Guatemala)
Abuelos,2023-01-22 03:18:16,00:00:47,Autoplayed: user action: None; ,Season 1 Trailer: Hasta que la plata nos separe,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:47,00:00:47,GT (Guatemala)
Abuelos,2023-01-04 14:36:02,00:00:37,Autoplayed: user action: None; ,Guatemala: Tierra de Mayas_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:37,00:00:37,GT (Guatemala)
Abuelos,2023-01-03 21:29:11,00:00:40,Autoplayed: user action: User_Interaction; ,Shrek,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:40,00:00:40,GT (Guatemala)
Abuelos,2022-12-24 17:15:01,00:22:47,,La ley de los audaces: Temporada 1: Vía rápida (Capítulo 3),,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:22:23,00:22:23,GT (Guatemala)
Abuelos,2022-12-24 15:59:16,00:00:04,Autoplayed: user action: None; ,La ley de los audaces: Temporada 1: Vía rápida (Capítulo 3),,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:00:04,Not latest view,GT (Guatemala)
Abuelos,2022-12-24 15:12:51,00:42:29,Autoplayed: user action: User_Interaction; ,La ley de los audaces: Temporada 1: Errores y omisiones (Capítulo 2),,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:42:30,00:42:30,GT (Guatemala)
Abuelos,2022-12-24 13:48:45,01:23:37,Autoplayed: user action: User_Interaction; ,La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2) (Capítulo 1),,Samsung CE 2021 Nike-L UHD TV  Smart TV,01:20:48,01:20:48,GT (Guatemala)
Abuelos,2022-12-24 13:47:51,00:00:13,Autoplayed: user action: None; ,La Reina del Sur: Season 1_hook_primary_16x9,HOOK,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:00:13,00:00:13,GT (Guatemala)
Abuelos,2022-12-24 13:47:23,00:00:08,Autoplayed: user action: None; ,Temporada 1 (Clip): Sean eternos: Campeones de América,HOOK,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:00:08,00:00:08,GT (Guatemala)
Abuelos,2022-12-24 13:45:16,00:01:58,Autoplayed: user action: None; ,Temporada 1 (Avance 1): Merlina,TEASER_TRAILER,Samsung CE 2021 Nike-L UHD TV  Smart TV,00:01:58,00:01:58,GT (Guatemala)
Abuelos,2022-12-12 02:28:39,00:00:24,Autoplayed: user action: None; ,Temporada 1 (Clip): Merlina,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:24,00:00:24,GT (Guatemala)
Abuelos,2022-11-13 02:17:43,00:00:32,Autoplayed: user action: None; ,Temporada 1 (Avance): El gabinete de curiosidades de Guillermo del Toro,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:32,00:00:32,GT (Guatemala)
Abuelos,2022-11-13 02:17:00,00:00:11,Autoplayed: user action: None; ,Nadie duerme en el bosque esta noche 2 (Clip): Nadie duerme en el bosque esta noche 2,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,00:00:11,GT (Guatemala)
Abuelos,2022-11-13 02:16:32,00:00:04,Autoplayed: user action: None; ,Señora Acero: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-11-13 02:15:50,00:00:13,Autoplayed: user action: None; ,Temporada 1 (Avance): El gabinete de curiosidades de Guillermo del Toro,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:13,Not latest view,GT (Guatemala)
Abuelos,2022-11-13 02:15:40,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: El secreto de la familia Greco,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-11-13 02:15:15,00:00:08,Autoplayed: user action: None; ,Temporada 5 (Clip): The Crown,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,GT (Guatemala)
Abuelos,2022-11-13 02:15:02,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Clip): Hasta que la plata nos separe,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,GT (Guatemala)
Abuelos,2022-11-13 02:14:47,00:00:11,Autoplayed: user action: None; ,Temporada 5 (Clip): The Crown,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,Not latest view,GT (Guatemala)
Abuelos,2022-11-13 02:14:26,00:00:13,Autoplayed: user action: None; ,Temporada 5 (Clip): The Crown,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:13,Not latest view,GT (Guatemala)
Abuelos,2022-11-13 02:06:12,00:07:04,Autoplayed: user action: User_Interaction; ,The Crown: Temporada 1: Wolferton Splash (Capítulo 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:08:22,00:08:22,GT (Guatemala)
Abuelos,2022-11-13 02:05:26,00:00:42,,Temporada 5 (Tráiler): The Crown,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:42,00:00:42,GT (Guatemala)
Abuelos,2022-11-13 02:04:15,00:01:08,,Season 1 Trailer: Hasta que la plata nos separe,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:08,Not latest view,GT (Guatemala)
Abuelos,2022-11-13 02:01:55,00:02:18,,Temporada 5 (Tráiler): The Crown,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:02:18,Not latest view,GT (Guatemala)
Abuelos,2022-11-13 02:00:16,00:01:35,Autoplayed: user action: None; ,Tráiler: Nadie duerme en el bosque esta noche 2,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:35,00:01:35,GT (Guatemala)
Abuelos,2022-11-13 00:21:22,01:38:52,,Nadie duerme en el bosque esta noche,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:38:52,01:38:52,GT (Guatemala)
Abuelos,2022-11-13 00:20:15,00:00:39,Autoplayed: user action: None; ,Nobody Sleeps in the Woods Tonight - CLM 4,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:39,00:00:39,GT (Guatemala)
Abuelos,2022-11-06 04:07:25,00:00:04,Autoplayed: user action: None; ,Desde cero: Miniserie: Almendras amargas (Capítulo 4),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,GT (Guatemala)
Abuelos,2022-11-06 03:17:49,00:49:35,,Desde cero: Miniserie: Una villa. Una escoba. Un pastel. (Capítulo 3),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:49:38,00:49:38,GT (Guatemala)
Abuelos,2022-11-06 02:30:34,00:47:13,,Desde cero: Miniserie: Carne e ossa (Capítulo 2),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:47:17,00:47:17,GT (Guatemala)
Abuelos,2022-11-06 01:39:31,00:51:00,,Desde cero: Miniserie: Primeros sabores (Capítulo 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:51:00,00:51:00,GT (Guatemala)
Abuelos,2022-11-06 01:10:59,00:03:10,Autoplayed: user action: Visibility_Timeout; ,Sin novedad en el frente,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:03:15,00:03:15,GT (Guatemala)
Abuelos,2022-11-02 01:53:45,00:01:31,Autoplayed: user action: None; ,Season 1 Trailer: Hasta que la plata nos separe,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:31,Not latest view,GT (Guatemala)
Abuelos,2022-11-02 00:28:52,01:24:51,,El abismo del infierno,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:24:51,01:24:51,GT (Guatemala)
Abuelos,2022-11-02 00:15:40,00:00:43,,Tráiler: Sin novedad en el frente,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:43,00:00:43,GT (Guatemala)
Abuelos,2022-11-02 00:14:04,00:01:33,,Season 1 Trailer: Hasta que la plata nos separe,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:33,Not latest view,GT (Guatemala)
Abuelos,2022-11-02 00:13:51,00:00:09,,Tráiler: DAHMER,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,GT (Guatemala)
Abuelos,2022-11-02 00:11:36,00:02:11,,Tráiler: Sin novedad en el frente,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:02:11,Not latest view,GT (Guatemala)
Abuelos,2022-11-02 00:10:00,00:01:33,Autoplayed: user action: None; ,Season 1 Trailer: Hasta que la plata nos separe,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:33,Not latest view,GT (Guatemala)
Abuelos,2022-11-01 23:04:01,01:05:55,,El Ángel de la Muerte,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:57:10,01:57:10,GT (Guatemala)
Abuelos,2022-11-01 02:31:39,00:51:19,,El Ángel de la Muerte,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:51:19,Not latest view,GT (Guatemala)
Abuelos,2022-11-01 02:27:52,00:00:11,Autoplayed: user action: None; ,Silverado_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:11,00:00:11,GT (Guatemala)
Abuelos,2022-10-10 01:27:03,00:00:08,,"El Rey, Vicente Fernández: Season 1: El inicio (Capítulo 1)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,GT (Guatemala)
Abuelos,2022-10-10 01:24:35,00:00:53,Autoplayed: user action: User_Interaction; ,"El Rey, Vicente Fernández: Season 1: El nuevo camino (Capítulo 2)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:29:28,00:29:28,GT (Guatemala)
Abuelos,2022-09-19 02:56:00,00:28:39,,"El Rey, Vicente Fernández: Season 1: El nuevo camino (Capítulo 2)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:28:43,Not latest view,GT (Guatemala)
Abuelos,2022-09-19 02:04:36,00:50:53,,"El Rey, Vicente Fernández: Season 1: El inicio (Capítulo 1)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:50:54,Not latest view,GT (Guatemala)
Abuelos,2022-09-19 02:04:02,00:00:30,Autoplayed: user action: None; ,"Season 1 (Clip 2): El Rey, Vicente Fernández",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:30,00:00:30,GT (Guatemala)
Abuelos,2022-08-28 03:22:43,00:00:21,Autoplayed: user action: None; ,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:21,00:00:21,GT (Guatemala)
Abuelos,2022-08-28 02:11:52,01:10:49,,"El Pepe, una vida suprema",,Samsung CE 2019 Muse-L UHD TV Smart TV,01:10:49,01:10:49,GT (Guatemala)
Abuelos,2022-08-28 02:11:40,00:00:09,Autoplayed: user action: None; ,El Pepe: Una vida suprema (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,00:00:09,GT (Guatemala)
Abuelos,2022-08-28 02:11:23,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Tráiler): Acabo de matar a mi padre,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,GT (Guatemala)
Abuelos,2022-08-28 02:10:57,00:00:04,Autoplayed: user action: None; ,"Nuevo Rico, Nuevo Pobre: Season 1_hook_01_16x9",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-28 02:10:31,00:00:23,Autoplayed: user action: None; ,The Boy Who Harnessed the Wind_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:23,Not latest view,GT (Guatemala)
Abuelos,2022-08-28 02:08:24,00:00:38,Autoplayed: user action: None; ,Temporada 1 (Tráiler): Mesías,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:38,00:00:38,GT (Guatemala)
Abuelos,2022-08-28 02:06:37,00:00:04,Autoplayed: user action: None; ,Tráiler de la temporada final (Parte 2): Las chicas del cable,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-28 02:06:29,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Clip): El afecto del rey,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,GT (Guatemala)
Abuelos,2022-08-28 02:05:47,00:00:10,Autoplayed: user action: None; ,Temporada 1 (Tráiler): Pálpito,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,00:00:10,GT (Guatemala)
Abuelos,2022-08-28 02:04:42,00:00:05,Autoplayed: user action: None; ,En la mente de un gato (Clip 9): En la mente de un gato,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,GT (Guatemala)
Abuelos,2022-08-28 02:03:37,00:00:04,Autoplayed: user action: None; ,La niña (Tráiler),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,GT (Guatemala)
Abuelos,2022-08-28 02:02:36,00:00:04,Autoplayed: user action: None; ,Rosario Tijeras (Mexico Version): Rosario Tijeras (Mexico Version): Season 2_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-28 02:02:03,00:00:04,Autoplayed: user action: None; ,Batch 2 (Clip 2): Batch 2,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-28 02:01:28,00:00:08,Autoplayed: user action: None; ,Falsa identidad: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,GT (Guatemala)
Abuelos,2022-08-28 02:00:58,00:00:08,Autoplayed: user action: None; ,Temporada 1 (Tráiler): El caso Cassez-Vallarta: Una novela criminal,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,GT (Guatemala)
Abuelos,2022-08-28 01:59:07,00:00:51,Autoplayed: user action: None; ,Operación final (Tráiler),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:52,00:00:52,GT (Guatemala)
Abuelos,2022-08-27 04:03:50,00:00:51,Autoplayed: user action: None; ,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:51,Not latest view,GT (Guatemala)
Abuelos,2022-08-27 02:25:29,01:38:17,,La noche de 12 años,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:55:21,01:55:21,GT (Guatemala)
Abuelos,2022-08-27 02:23:01,00:01:56,Autoplayed: user action: None; ,La noche de 12 años (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:57,00:01:57,GT (Guatemala)
Abuelos,2022-08-27 02:22:53,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clip): Sandman,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-27 02:22:33,00:00:05,Autoplayed: user action: None; ,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,GT (Guatemala)
Abuelos,2022-08-27 02:22:20,00:00:08,Autoplayed: user action: None; ,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 04:47:18,00:14:56,,La noche de 12 años,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:17:04,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 04:47:01,00:00:08,,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 04:45:02,00:01:57,Autoplayed: user action: None; ,La noche de 12 años (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:57,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 02:46:01,01:58:41,Autoplayed: user action: User_Interaction; ,Operación final,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:58:42,01:58:42,GT (Guatemala)
Abuelos,2022-08-26 02:43:41,00:02:15,,Operación final (Tráiler),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:02:16,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 02:43:07,00:00:19,Autoplayed: user action: None; ,El Pepe: Una vida suprema (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:19,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 02:42:14,00:00:29,Autoplayed: user action: None; ,Operación final (Tráiler),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:30,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 02:42:06,00:00:04,Autoplayed: user action: None; ,"Pablo Escobar, el patrón del mal: Season 1_hook_primary_16x9",HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,GT (Guatemala)
Abuelos,2022-08-26 02:40:36,00:00:34,Autoplayed: user action: None; ,Pasión de Gavilanes: Season 1_primary_hook_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:35,Not latest view,GT (Guatemala)
Abuelos,2022-08-26 02:40:12,00:00:15,Autoplayed: user action: None; ,Temporada 1 (Clip 6): Deepa y Anoop,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:15,00:00:15,GT (Guatemala)
Abuelos,2022-08-25 15:31:03,00:00:05,Autoplayed: user action: None; ,The Boy Who Harnessed the Wind_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,GT (Guatemala)
Abuelos,2022-08-25 15:29:00,00:01:35,Autoplayed: user action: None; ,El Pepe: Una vida suprema (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:01:35,Not latest view,GT (Guatemala)
Abuelos,2022-08-25 15:25:16,00:00:50,Autoplayed: user action: None; ,El Pepe: Una vida suprema (Trailer),TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:50,Not latest view,GT (Guatemala)
